,Item_ID,Publish Date,RSS_Feed_String,ScrapedDateTime,Update Date,VIN,autoPay,body,charityId,condition,condition_conditionDisplayName,condition_conditionId,country,cylinders,drive,fuel,galleryPlusPictureURL,galleryURL,globalId,isMultiVariationListing,itemId,listingInfo_bestOfferEnabled,listingInfo_buyItNowAvailable,listingInfo_buyItNowPrice__currencyId,listingInfo_buyItNowPrice_value,listingInfo_convertedBuyItNowPrice__currencyId,listingInfo_convertedBuyItNowPrice_value,listingInfo_endTime,listingInfo_gift,listingInfo_listingType,listingInfo_startTime,location,odometer,paint color,paymentMethod,paymentMethod_1,paymentMethod_2,paymentMethod_3,paymentMethod_4,paymentMethod_5,post id,postalCode,posted,price,primaryCategory_categoryId,primaryCategory_categoryName,returnsAccepted,secondaryCategory_categoryId,secondaryCategory_categoryName,sellingStatus_bidCount,sellingStatus_convertedCurrentPrice__currencyId,sellingStatus_convertedCurrentPrice_value,sellingStatus_currentPrice__currencyId,sellingStatus_currentPrice_value,sellingStatus_sellingState,sellingStatus_timeLeft,shippingInfo_expeditedShipping,shippingInfo_handlingTime,shippingInfo_oneDayShippingAvailable,shippingInfo_shipToLocations,shippingInfo_shipToLocations_1,shippingInfo_shipToLocations_10,shippingInfo_shipToLocations_11,shippingInfo_shipToLocations_12,shippingInfo_shipToLocations_13,shippingInfo_shipToLocations_14,shippingInfo_shipToLocations_15,shippingInfo_shipToLocations_16,shippingInfo_shipToLocations_17,shippingInfo_shipToLocations_18,shippingInfo_shipToLocations_19,shippingInfo_shipToLocations_2,shippingInfo_shipToLocations_20,shippingInfo_shipToLocations_21,shippingInfo_shipToLocations_22,shippingInfo_shipToLocations_23,shippingInfo_shipToLocations_24,shippingInfo_shipToLocations_25,shippingInfo_shipToLocations_26,shippingInfo_shipToLocations_27,shippingInfo_shipToLocations_28,shippingInfo_shipToLocations_29,shippingInfo_shipToLocations_3,shippingInfo_shipToLocations_30,shippingInfo_shipToLocations_31,shippingInfo_shipToLocations_32,shippingInfo_shipToLocations_33,shippingInfo_shipToLocations_34,shippingInfo_shipToLocations_35,shippingInfo_shipToLocations_36,shippingInfo_shipToLocations_37,shippingInfo_shipToLocations_38,shippingInfo_shipToLocations_39,shippingInfo_shipToLocations_4,shippingInfo_shipToLocations_40,shippingInfo_shipToLocations_5,shippingInfo_shipToLocations_6,shippingInfo_shipToLocations_7,shippingInfo_shipToLocations_8,shippingInfo_shipToLocations_9,shippingInfo_shippingServiceCost__currencyId,shippingInfo_shippingServiceCost_value,shippingInfo_shippingType,size,subtitle,title,title status,topRatedListing,transmission,type,updated,url,viewItemURL
10,http://humboldt.craigslist.org/ctd/6113187282.html,2017-05-01T17:09:43-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:13:11.789000,2017-05-01T17:09:43-07:00,4983,,QR Code Link to This Post,,excellent,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,193400,black,,,,,,,6113187282,,2017-05-01  5:09pm,$7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,01 chevy tahoe# 4983,clean,,automatic,pickup,,http://humboldt.craigslist.org/ctd/6113187282.html,
11,http://humboldt.craigslist.org/ctd/6113185117.html,2017-05-01T17:07:52-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:13:28.180000,2017-05-01T17:07:52-07:00,6587,,QR Code Link to This Post,,good,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,233000,white,,,,,,,6113185117,,2017-05-01  5:07pm,$8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,01 service truck extra  cab #6587,clean,,automatic,pickup,2017-05-01  5:07pm,http://humboldt.craigslist.org/ctd/6113185117.html,
12,162476249099,,Beer mirror,2017-05-04 00:13:39.280000,,,false,,,,New,1000,US,,,,http://galleryplus.ebayimg.com/ws/web/162476249099_1_0_1.jpg,http://thumbs4.ebaystatic.com/m/m9gVsCqKnr7mr-x-w_X9H4g/140.jpg,EBAY-US,false,162476249099,false,false,,,,,2017-05-16T00:07:31.000Z,false,StoreInventory,2017-04-16T00:07:31.000Z,"Monterey Park,CA,USA",,,PayPal,,,,,,,91755,,,13551,Mirrors,false,,,,USD,85.0,USD,85.0,Active,P10DT12H28M51S,false,2,false,,US,JP,ES,TW,NL,CN,HK,MX,DK,RO,SK,CA,BG,CZ,FI,HU,LV,LT,MT,EE,GR,PT,GB,CY,SI,SE,KR,ID,ZA,TH,IE,PL,RU,AU,IL,AT,BE,FR,DE,IT,USD,0.0,Free,,,"Modelo Especial Soccer Beer Bar Girl Corona Extra Pub Mirror  ""New"" Man Cave",,false,,,,,http://www.ebay.com/itm/Modelo-Especial-Soccer-Beer-Bar-Girl-Corona-Extra-Pub-Mirror-New-Man-Cave-/162476249099
13,http://humboldt.craigslist.org/ctd/6113179081.html,2017-05-01T17:03:00-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:13:47.298000,2017-05-01T17:03:00-07:00,2064,,"QR Code Link to This Post


Rear slide window,  new brakes  and safety checked ready to go 6,000 obo for information call Sean @707-362-9384 no 420 no trades Local sale only no wire transfer",,good,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,328774,grey,,,,,,,6113179081,,2017-05-01  5:03pm,$6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,01 chevy extended cab truck #2064,clean,,automatic,pickup,2017-05-01  5:03pm,http://humboldt.craigslist.org/ctd/6113179081.html,
14,http://humboldt.craigslist.org/ctd/6113162074.html,2017-05-01T16:49:09-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:14:03.293000,2017-05-01T16:49:09-07:00,4983,,QR Code Link to This Post,,excellent,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,193400,black,,,,,,,6113162074,,2017-05-01  4:49pm,$7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,01 chevy tahoe# 4983,clean,,automatic,pickup,,http://humboldt.craigslist.org/ctd/6113162074.html,
15,http://humboldt.craigslist.org/ctd/6113159069.html,2017-05-01T16:46:41-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:14:18.642000,2017-05-01T16:46:41-07:00,2121,,QR Code Link to This Post,,excellent,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,169111,black,,,,,,,6113159069,,2017-05-01  4:46pm,$8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,01 6 inch lifted chevy tahoe  #2121,salvage,,automatic,pickup,,http://humboldt.craigslist.org/ctd/6113159069.html,
16,http://humboldt.craigslist.org/ctd/6113062901.html,2017-05-01T15:31:49-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:14:34.887000,2017-05-01T15:31:49-07:00,4080,,QR Code Link to This Post,,excellent,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,140465,blue,,,,,,,6113062901,,2017-05-01  3:31pm,$6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,03 yukon#4080,salvage,,automatic,pickup,2017-05-01  3:31pm,http://humboldt.craigslist.org/ctd/6113062901.html,
17,152527389794,,Beer mirror,2017-05-04 00:14:34.932000,,,false,,,,Used,3000,US,,,,http://galleryplus.ebayimg.com/ws/web/152527389794_1_0_1.jpg,http://thumbs3.ebaystatic.com/m/m1aVWVhXwWd95llkmQNqeEQ/140.jpg,EBAY-US,false,152527389794,true,false,,,,,2017-05-27T21:16:46.000Z,false,FixedPrice,2017-04-27T21:16:46.000Z,"Cleveland,OH,USA",,,PayPal,,,,,,,44109,,,13551,Mirrors,true,,,,USD,310.0,USD,310.0,Active,P22DT9H38M6S,false,2,false,,US,JP,ES,TW,NL,CN,HK,MX,DK,RO,SK,CA,BG,CZ,FI,HU,LV,LT,MT,EE,GR,PT,GB,CY,SI,SE,KR,ID,TH,IE,PL,RU,IL,AU,NZ,AT,BE,FR,DE,IT,USD,65.0,Flat,,,"Busch Beer Brand ID Mirror From HeadwestInc.com, Very Nice!",,false,,,,,http://www.ebay.com/itm/Busch-Beer-Brand-ID-Mirror-HeadwestInc-com-Very-Nice-/152527389794
18,http://humboldt.craigslist.org/ctd/6113056166.html,2017-05-01T15:26:51-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:14:53.892000,2017-05-01T15:26:51-07:00,0230,,QR Code Link to This Post,,excellent,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,173089,white,,,,,,,6113056166,,2017-05-01  3:26pm,$6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,02 suburban #0230,clean,,automatic,pickup,,http://humboldt.craigslist.org/ctd/6113056166.html,
19,http://humboldt.craigslist.org/cto/6112852580.html,2017-05-01T13:10:32-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:15:10.917000,2017-05-01T13:10:32-07:00,,,"QR Code Link to This Post


It has DDP 50 hp injectors, Fass 150 Titanium lift pump, Full Cognito front end with dual shock hoops, upper n lower control arms ider arms and pitman arms an tie rod with supports, Mag hytec differential cover, Fully BUILT Transmission from Mike L.    I have all the receipts from what has been done to the truck always been done by the best shops.",,good,,,,8 cylinders,4wd,diesel,,,,,,,,,,,,,,,,,270000,white,,,,,,,6112852580,,2017-05-01  1:10pm,$13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,2003 Chevy LT Duramax,clean,,automatic,offroad,,http://humboldt.craigslist.org/cto/6112852580.html,
20,http://humboldt.craigslist.org/cto/6086920151.html,2017-05-01T09:28:30-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:15:25.532000,2017-05-01T09:28:30-07:00,,,QR Code Link to This Post,,good,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,114000,white,,,,,,,6086920151,,2017-04-13 10:50am,$9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,2000 Chevy 2500 Crew Cab 4x4,clean,,automatic,truck,2017-05-01  9:34am,http://humboldt.craigslist.org/cto/6086920151.html,
21,162464796746,,Beer mirror,2017-05-04 00:15:33.542000,,,false,,,,New,1000,US,,,,http://galleryplus.ebayimg.com/ws/web/162464796746_1_1_1.jpg,http://thumbs3.ebaystatic.com/m/mwTzqMY3XOQn_Rd__XsCcJA/140.jpg,EBAY-US,false,162464796746,false,false,,,,,2017-05-08T15:56:07.000Z,false,StoreInventory,2017-04-08T15:56:07.000Z,"Monterey Park,CA,USA",,,PayPal,,,,,,,91755,,,13551,Mirrors,false,,,,USD,85.0,USD,85.0,Active,P3DT4H17M27S,false,2,false,,US,JP,ES,TW,NL,CN,HK,MX,DK,RO,SK,CA,BG,CZ,FI,HU,LV,LT,MT,EE,GR,PT,GB,CY,SI,SE,KR,ID,ZA,TH,IE,PL,RU,AU,IL,AT,BE,FR,DE,IT,USD,0.0,Free,,,"Budweiser  MLB Major League Baseball  Beer Bar Mirror ""New"" Man Cave Pub",,false,,,,,http://www.ebay.com/itm/Budweiser-MLB-Major-League-Baseball-Beer-Bar-Mirror-New-Man-Cave-Pub-/162464796746
22,http://humboldt.craigslist.org/cto/6104727159.html,2017-04-30T22:28:12-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:15:42.921000,2017-04-30T22:28:12-07:00,,,"QR Code Link to This Post


show contact info",,good,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,199899,grey,,,,,,,6104727159,,2017-04-25  8:16pm,$4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,chevy  tahoeLt,clean,,automatic,truck,2017-04-30 10:23pm,http://humboldt.craigslist.org/cto/6104727159.html,
23,http://humboldt.craigslist.org/cto/6102363197.html,2017-04-30T14:52:52-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:15:59.993000,2017-04-30T14:52:52-07:00,,,QR Code Link to This Post,,excellent,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,121000,green,,,,,,,6102363197,,2017-04-24 10:27am,$8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,Super Clean 2003 Chevy Silverado 4x4,clean,,manual,pickup,2017-04-30  2:47pm,http://humboldt.craigslist.org/cto/6102363197.html,
24,http://humboldt.craigslist.org/ctd/6111123550.html,2017-04-30T10:14:42-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:16:15.429000,2017-04-30T10:14:42-07:00,1N6AA0CC8CN306326,,"QR Code Link to This Post

2012 Nissan Titan",,,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,51536,grey,,,,,,,6111123550,,2017-04-30 10:15am,$22997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012 Nissan Titan,clean,,automatic,truck,,http://humboldt.craigslist.org/ctd/6111123550.html,
25,http://humboldt.craigslist.org/cto/6110139681.html,2017-04-29T13:52:34-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:16:29.207000,2017-04-29T13:52:34-07:00,,,QR Code Link to This Post,,excellent,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,,blue,,,,,,,6110139681,,2017-04-29  1:52pm,$1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,battery01 Chevrolet silveradoQQcurrently,clean,,automatic,truck,,http://humboldt.craigslist.org/cto/6110139681.html,
26,172647424771,,Beer mirror,2017-05-04 00:16:31.986000,,,true,,,,Used,3000,US,,,,http://galleryplus.ebayimg.com/ws/web/172647424771_1_0_1.jpg,http://thumbs4.ebaystatic.com/m/m28kblcuqAJm9KVaOsuR64A/140.jpg,EBAY-US,false,172647424771,false,true,USD,39.95,USD,39.95,2017-05-04T11:27:38.000Z,false,AuctionWithBIN,2017-04-27T11:27:38.000Z,"Cary,IL,USA",,,PayPal,,,,,,,60013,,,13551,Mirrors,false,,,0,USD,17.95,USD,17.95,Active,P0DT7H16M25S,true,3,false,,US,JP,ES,TW,NL,CN,HK,MX,DK,RO,SK,CA,BG,CZ,FI,HU,LV,LT,MT,EE,GR,PT,GB,CY,SI,SE,KR,ID,TH,IE,PL,RU,IL,AU,NZ,AT,BE,FR,DE,IT,USD,18.95,Flat,,,BEAUTIFUL RARE DESIGN 1980'S STROHS MIRROR BEER SIGN OVAL MAN CAVE SIGN,,false,,,,,http://www.ebay.com/itm/BEAUTIFUL-RARE-DESIGN-1980S-STROHS-MIRROR-BEER-SIGN-OVAL-MAN-CAVE-SIGN-/172647424771
27,http://humboldt.craigslist.org/cto/6078282140.html,2017-04-29T12:45:33-07:00,.craigslist.org/search/cta?auto_bodytype=6&auto_bodytype=7&auto_bodytype=9&auto_cylinders=5&auto_drivetrain=3&format=rss,2017-05-04 00:16:44.223000,2017-04-29T12:45:33-07:00,,,"QR Code Link to This Post



It's hard to pin down a set in stone value for a truck like this so I am asking $23,000 but if you want to come check it out and make me a reasonable offer I'm open to negotiate, cash talks.



keywords: 4x4 crawler dodge ford chevy lifted 4 wheel drive 4wd mudder beast",,excellent,,,,8 cylinders,4wd,gas,,,,,,,,,,,,,,,,,72393,custom,,,,,,,6078282140,,2017-04-07 10:06am,$23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-size,,Lifted and Loaded Nissan Titan,clean,,automatic,truck,2017-04-29 12:40pm,http://humboldt.craigslist.org/cto/6078282140.html,
